hgnc_symbol	log2FoldChange	pvalue	padj	ensembl_gene_id_version	chromosome_name	start_position	end_position	strand
KLHL14	-4.25867641326388	2.23803964817137e-108	3.99230438342549e-105	ENSG00000197705.10	18	32672673	32773023	-
SCGB1D4	-7.40368815709041	1.01428723064853e-14	7.61330443094497e-14	ENSG00000197745.3	11	62296281	62299075	-
HOXC6	2.29322703350431	1.70678780474832e-53	4.5397305240278e-51	ENSG00000197757.8	12	53990624	54030823	+
CFD	-1.04825833878242	3.5767776269668e-07	1.15779450147783e-06	ENSG00000197766.9	19	859453	867884	+
STPG3	1.34795785586302	1.24115664021292e-12	7.48401634651643e-12	ENSG00000197768.11	9	137251261	137253483	+
EME2	1.30164125074375	3.03245612981772e-20	4.97474965867253e-19	ENSG00000197774.14	16	1772810	1781708	+
CCDC180	1.30185587027304	2.07427790843678e-17	2.3567886605855e-16	ENSG00000197816.16	9	97307304	97378751	+
H4-16	1.14855048807884	1.3018659462669e-11	7.32140559828176e-11	ENSG00000197837.4	12	14767999	14771131	-
CYP2A13	-1.04765798160581	0.00179846953781454	0.0031490676212973	ENSG00000197838.5	19	41088451	41096195	+
S100A6	-1.0819434501302	4.7037499109274e-13	3.14245865382633e-12	ENSG00000197956.10	1	153534599	153536244	-
DLGAP2	1.14816321314785	7.89765040875232e-11	3.79939152604916e-10	ENSG00000198010.13	8	737628	1708476	+
ZNF560	3.47184102261483	2.15233661455763e-16	2.06909826632179e-15	ENSG00000198028.4	19	9466355	9498616	-
TUBA3C	-1.71761616228127	5.43663445034676e-08	1.90363696482054e-07	ENSG00000198033.12	13	19173772	19181824	-
NPIPB13	1.38560897355597	8.6929832469872e-10	3.66988873533175e-09	ENSG00000198064.14	16	30222937	30254510	-
TOR4A	-1.17856874671157	1.72584046052584e-21	3.32429647462047e-20	ENSG00000198113.3	9	137277726	137282641	+
LPAR1	-1.15187628069453	7.24663515025563e-22	1.48364465048323e-20	ENSG00000198121.15	9	110873263	111038470	-
PEG3	-1.38220720720794	9.98972514091098e-13	6.10225562387419e-12	ENSG00000198300.14	19	56810077	56840728	-
HOXC4	2.25214256832459	1.16174636445406e-31	7.19895426744717e-30	ENSG00000198353.8	12	54016931	54056030	+
NTRK1	-1.08646717651591	2.44492505711899e-11	1.25411855516044e-10	ENSG00000198400.13	1	156815640	156881850	+
TPM2	-1.10289082301613	1.5248211894693e-09	6.66345728164554e-09	ENSG00000198467.16	9	35681992	35690056	-
B3GNT6	4.0821228285449	4.51398648685059e-24	1.28643093290319e-22	ENSG00000198488.10	11	77034398	77041973	+
PLN	-1.2595905035419	1.66726139219446e-15	1.49331314348707e-14	ENSG00000198523.6	6	118548296	118561716	+
C2CD4A	1.37252672055947	1.13609793920201e-06	3.24128612263981e-06	ENSG00000198535.5	15	62066977	62070917	+
ITGBL1	1.58156530154822	2.72694931160514e-13	1.85082083765086e-12	ENSG00000198542.15	13	101452593	101720856	+
ZNF511	1.13285693089778	3.36885590275126e-20	5.78565134906534e-19	ENSG00000198546.15	10	133308914	133313162	+
SLC34A3	1.49539566540931	4.46084204368371e-17	4.65826935070983e-16	ENSG00000198569.10	9	137230757	137236555	+
SH2D1B	-2.09449642603687	6.77010871104089e-30	3.51581571585137e-28	ENSG00000198574.6	1	162395268	162412138	-
ARC	-2.78759107602504	4.336257155216e-36	4.07115181843551e-34	ENSG00000198576.4	8	142611049	142614479	-
ZNF536	-1.49728055397095	2.524670550165e-13	1.71964252282389e-12	ENSG00000198597.9	19	30228290	30713538	+
AKR1C4	2.72516448165857	8.27695744348632e-05	0.000178878734051543	ENSG00000198610.11	10	5195462	5218949	+
CCDC69	-1.36245933989502	2.60515890777278e-27	1.0371606048728e-25	ENSG00000198624.13	5	151181052	151224093	-
FAM3D	-1.15087639699142	1.50938795730049e-07	5.10554542493814e-07	ENSG00000198643.7	3	58633946	58666834	-
LPA	-1.42306078189438	1.2002461239073e-14	9.14109732300408e-14	ENSG00000198670.12	6	160531482	160664275	-
MAGEA1	4.52156951097386	0.000780831980028321	0.00144014762471397	ENSG00000198681.7	X	153179284	153183880	+
ABCA4	-1.88868617348679	1.66625376528595e-26	5.86011761324823e-25	ENSG00000198691.14	1	93992834	94121148	-
GPX6	-4.44118242997703	4.85412465994856e-11	2.34451910504127e-10	ENSG00000198704.10	6	28503296	28528215	-
TEX45	1.84269093182892	1.51586976110039e-18	1.98103343160796e-17	ENSG00000198723.11	19	7492976	7508450	+
PPP1R14C	-1.19383226928642	2.66299754773857e-10	1.20543851774211e-09	ENSG00000198729.5	6	150143044	150250392	+
SMOC1	-1.57092542891566	8.69194447658014e-15	7.07736269031788e-14	ENSG00000198732.11	14	69854131	70032366	+
F5	1.40175450974204	6.6394125422918e-09	2.68211794300629e-08	ENSG00000198734.12	1	169511951	169586588	-
LRRTM3	-2.0219069688335	5.54394312102031e-08	1.87297848809739e-07	ENSG00000198739.11	10	66926036	67101551	+
EPS8L3	-1.09809660296427	0.000165547484487916	0.000348942697987434	ENSG00000198758.11	1	109750080	109764027	-
EGFL6	-1.88094346866165	8.87375538874549e-19	1.15593681430379e-17	ENSG00000198759.12	X	13569601	13633575	+
SYCP1	1.31518412279063	0.0128711080042062	0.0160604988626623	ENSG00000198765.12	1	114854863	114995370	+
APCDD1L	-1.34983410416281	6.00256045795711e-12	3.3170957897874e-11	ENSG00000198768.11	20	58459101	58515399	-
GRIN3A	2.51383884702626	1.13322761489507e-16	1.12537246883676e-15	ENSG00000198785.7	9	101569352	101738647	-
MUC2	1.07067517709432	5.07384115317791e-05	0.000119346182111508	ENSG00000198788.9	11	1074875	1110511	+
BRINP2	-1.98496288347358	2.35229583624931e-14	1.75945713723311e-13	ENSG00000198797.7	1	177170958	177282422	+
SUCNR1	2.98076705067277	6.66393108356343e-07	1.9611453809889e-06	ENSG00000198829.6	3	151873643	151884619	+
CES1	-1.26990620903619	3.18357814462918e-14	2.40873878383062e-13	ENSG00000198848.13	16	55802851	55833337	-
ASB12	-1.17895277596316	2.3426774321385e-13	1.53249556614724e-12	ENSG00000198881.10	X	64224194	64230607	-
ITPRIPL1	-1.30369053788543	9.53945246310163e-16	8.74903358269433e-15	ENSG00000198885.10	2	96325317	96330517	+
DCAF12L1	-3.05983642086121	4.51588207798046e-33	3.16829056660722e-31	ENSG00000198889.5	X	126549383	126552814	-
L1CAM	-1.2318460871051	6.65301070803188e-10	2.8636839929567e-09	ENSG00000198910.14	X	153861514	153886173	-
POU3F3	-7.83399858867554	3.13374515421451e-36	3.0699275377751e-34	ENSG00000198914.5	2	104853287	104858574	+
SPOUT1	1.27074812741952	4.47246648740696e-13	2.95594461737525e-12	ENSG00000198917.13	9	128819651	128829794	-
CSAG1	2.35220067123644	0.00108131724955885	0.00207934955377615	ENSG00000198930.13	X	152727484	152733735	-
GPRASP1	-1.09403072349363	3.26520246347125e-19	4.7615597545746e-18	ENSG00000198932.13	X	102651092	102659083	+
SOWAHA	-1.50530867228114	1.56474972999803e-19	2.32668567269828e-18	ENSG00000198944.6	5	132813302	132816786	+
DMD	-1.54905086643715	2.61253866340034e-23	6.18511978339816e-22	ENSG00000198947.18	X	31097677	33339609	-
IQANK1	1.34744541730671	1.36727404313177e-32	9.56435723995102e-31	ENSG00000203499.12	8	143734139	143790645	+
SAMD5	1.30454612402976	9.52346804581953e-15	7.69750631727363e-14	ENSG00000203727.4	6	147508690	147737547	+
TEDDM1	-3.17451721435684	2.79934171362078e-13	1.88525440690578e-12	ENSG00000203730.3	1	182398117	182400667	-
ECT2L	1.4916348717761	3.31257392293386e-08	1.1513879444635e-07	ENSG00000203734.13	6	138795911	138904070	+
GPR52	2.76071152869611	0.000404571539885446	0.00078044288768092	ENSG00000203737.5	1	174447964	174449545	+
DDO	-1.0947758114177	4.28242210700932e-16	4.11382203639027e-15	ENSG00000203797.12	6	110391771	110415575	-
H3C14	1.33595220097658	0.00115512041038204	0.00210442569651906	ENSG00000203811.2	1	149840687	149841208	-
H2BC18	1.14790985592704	2.30828732694373e-11	1.23805704586898e-10	ENSG00000203814.7	1	149782689	149812373	-
LIME1	1.48406678069247	8.57302160833054e-23	1.88469385511077e-21	ENSG00000203896.10	20	63736283	63739103	+
OOEP	1.32547289158096	4.13957098818957e-05	9.51681694304151e-05	ENSG00000203907.10	6	73368555	73395133	-
LCN8	-2.88741032242173	8.96902042944557e-12	4.77423507460473e-11	ENSG00000204001.10	9	136754386	136758543	-
C1orf185	1.95485256616214	0.00412289553752812	0.00689189412180424	ENSG00000204006.11	1	51102221	51148086	+
TCEAL6	-1.54650758527129	2.83164056656199e-12	1.65875316101123e-11	ENSG00000204071.11	X	102140476	102142970	-
RPA4	1.12982560898029	3.55451833705615e-07	1.07897724735695e-06	ENSG00000204086.4	X	96883908	96885467	+
C2orf72	2.29915796752009	1.41202456304107e-34	1.17158858073991e-32	ENSG00000204128.6	2	231037523	231049719	+
NHSL2	-1.00914332523407	5.83900133017537e-14	4.15601966501856e-13	ENSG00000204131.10	X	71910845	72161750	+
CLPSL1	-3.90604548030664	8.44962045940187e-13	5.12093080662648e-12	ENSG00000204140.10	6	35781019	35793675	+
AGAP6	1.16703251500912	1.12479786546779e-10	5.30489980264113e-10	ENSG00000204149.15	10	49982190	50011654	+
NPY4R	1.24576306927692	1.23013667748655e-06	3.61688786417275e-06	ENSG00000204174.8	10	46461099	46465958	-
TSBP1	2.79563209456848	9.20978754999171e-05	0.000208115701982947	ENSG00000204296.12	6	32288526	32371912	-
SMIM5	-1.17286687420609	9.60385996356748e-13	5.88068004070583e-12	ENSG00000204323.5	17	75633434	75641404	+
SP5	1.65150438574851	3.41420539856156e-16	3.21342038590847e-15	ENSG00000204335.4	2	170715337	170718078	+
MSH5	1.16296032148265	1.50657772613348e-17	1.74483153923707e-16	ENSG00000204410.16	6	31739677	31762676	+
LY6G6C	1.23722022383845	0.00302848248030268	0.00527210679453424	ENSG00000204421.3	6	31718648	31721746	-
MUC21	-3.01893763326414	5.37440614783678e-11	2.65056124750558e-10	ENSG00000204544.5	6	30983718	30989903	+
LRCOL1	-2.39486352059818	5.30542671308476e-25	1.58929391043663e-23	ENSG00000204583.10	12	132603150	132610582	-
DPRX	-1.06264426048342	0.000125833253878564	0.000262307828852026	ENSG00000204595.1	19	53632056	53637009	+
FOXB2	4.03459097996715	1.87558182141402e-21	3.61656252786208e-20	ENSG00000204612.1	9	77019655	77020953	+
TRIM31	-1.99123162826734	2.44349359456245e-31	1.44517760390871e-29	ENSG00000204616.11	6	30102897	30113090	-
DISP3	1.4584159359425	8.49295518849173e-22	1.72157716759265e-20	ENSG00000204624.8	1	11479155	11537551	+
ZFP57	-1.30069914489958	2.25106365224043e-06	6.17477616922134e-06	ENSG00000204644.10	6	29672483	29681155	-
OR2H1	2.13492004690308	2.15172656243601e-06	6.12362640020172e-06	ENSG00000204688.10	6	29457155	29464328	+
OR2J3	1.97471132628178	4.47552265389451e-08	1.49362125092317e-07	ENSG00000204701.3	6	29108058	29114770	+
INSYN2B	-2.05496728227017	2.30997638071466e-14	1.69811530435835e-13	ENSG00000204767.4	5	169861303	169980495	-
FOXD4L5	-1.01345554073613	0.000903026872539261	0.00836899914834582	ENSG00000204779.2	9	65282101	65285209	-
KRT40	-1.29296147004638	2.21064263301749e-09	8.66382199616770e-09	ENSG00000204889.11	17	40977715	40987135	-
CD177	-1.51052421586813	3.90040076278957e-07	1.22937339923121e-06	ENSG00000204936.10	19	43353686	43363172	+
PSG5	-1.22375491045982	2.85671035426621e-05	6.56540930832612e-05	ENSG00000204941.14	19	43166256	43186536	-
PCDHGA1	1.35519655650539	1.62125384080271e-15	1.44537971672393e-14	ENSG00000204956.6	5	141330514	141512975	+
PCDHA9	1.7230808012103	1.46581211889829e-07	4.68568012683864e-07	ENSG00000204961.7	5	140847772	141012347	+
PCDHA8	1.76139257955437	1.0764078975715e-07	3.49499143620224e-07	ENSG00000204962.6	5	140841187	141012347	+
PCDHA7	1.39319302863765	6.05567984459633e-07	1.7926356379374e-06	ENSG00000204963.6	5	140834248	141012347	+
PCDHA5	1.51162489916296	4.63266024509901e-08	1.57889808945711e-07	ENSG00000204965.9	5	140821604	141012347	+
PCDHA2	1.45036730263993	6.90488437145793e-08	2.40399459402444e-07	ENSG00000204969.7	5	140794852	141012347	+
PRSS1	-4.42566178519702	1.97730210797836e-13	1.32707112693872e-12	ENSG00000204983.15	7	142749468	142753072	+
PKHD1L1	-1.07770035526151	1.22585285593787e-09	5.29669461885679e-09	ENSG00000205038.12	8	109362461	109537207	+
LGALS7	-1.33085264109299	0.000167433440798438	0.000343659740776403	ENSG00000205076.5	19	38770968	38773517	-
SYCE1L	1.72332056710983	1.49580643533494e-16	1.61482050516961e-15	ENSG00000205078.6	16	77199408	77213215	+
CCNI2	-2.34890322240965	1.27360974507091e-24	3.67215505843244e-23	ENSG00000205089.8	5	132747426	132754403	+
FABP9	2.11387893946467	0.00261969686499108	0.00367621999420387	ENSG00000205186.4	8	81458253	81461579	-
VIT	-1.50519654012755	3.36404797504662e-13	2.26153879582165e-12	ENSG00000205221.13	2	36696690	36814794	+
MGAT4D	1.84532797211206	9.18883315982688e-07	2.74725555715585e-06	ENSG00000205301.12	4	140442262	140498377	-
INSYN1	-1.34969573649377	7.79865123695629e-19	1.05736756763784e-17	ENSG00000205363.7	15	73735458	73753351	-
KRT6A	-1.46107130666105	4.06663430149923e-07	1.22520250722987e-06	ENSG00000205420.11	12	52487176	52493257	-
OR51A4	3.11805443339214	1.14941917673268e-20	1.92226895651568e-19	ENSG00000205497.5	11	4942831	4947605	-
TMEM256	1.00004840530299	1.05475265545523e-11	5.71033288265126e-11	ENSG00000205544.4	17	7402975	7404097	-
CPT1B	1.42891260824023	1.96220111165841e-15	1.65478554029339e-14	ENSG00000205560.13	22	50568861	50578465	-
ARSH	1.4920882737958	1.15391940702909e-09	5.00683192348328e-09	ENSG00000205667.3	X	3006546	3034111	+
SMIM45	1.99776584184032	4.8594708398628e-23	1.10992546643585e-21	ENSG00000205704.7	22	41952174	41958933	+
KLRC2	1.57539736665214	3.74311895227176e-05	8.959838772367e-05	ENSG00000205809.11	12	10426854	10442300	-
GMNC	2.13868458758821	1.27599434158738e-13	8.61359538132701e-13	ENSG00000205835.9	3	190852737	190892429	-
C1QTNF9B	2.21226357083383	6.7119095427249e-14	4.68766212629932e-13	ENSG00000205863.11	13	23891099	23897502	-
KRTAP5-1	2.00481913056196	3.77535189729045e-19	5.33023629569753e-18	ENSG00000205869.2	11	1584342	1585283	-
DEFB134	-2.63575918516371	1.53281952714546e-13	1.06116584950429e-12	ENSG00000205882.9	8	11993174	12000752	-
C21orf62	-2.49092918060488	5.65677625390153e-25	1.70144346592071e-23	ENSG00000205929.11	21	32790673	32813743	-
NYNRIN	-1.90502509612956	4.01287797307369e-36	4.03983170733286e-34	ENSG00000205978.6	14	24399003	24419283	+
SMIM21	3.69816902477435	3.47759678666977e-11	1.81532512905983e-10	ENSG00000206026.7	18	75409476	75427703	-
SERPINB11	-1.01017819875067	0.00197544443238063	0.00370496613222575	ENSG00000206072.13	18	63647579	63726432	+
SERPINB5	-1.99799610557082	9.73642971429007e-17	1.01799893521437e-15	ENSG00000206075.14	18	63476958	63505085	+
KRTAP20-4	1.13056766513037	6.17189607309919e-11	2.39891742690346e-10	ENSG00000206105.2	21	30620627	30620850	+
RNASE13	-1.61979064880727	3.6796142649658e-07	4.85228608743179e-06	ENSG00000206150.4	14	21032818	21034807	-
TMEM200C	-1.17653528891953	1.25769521856199e-10	5.90335590782967e-10	ENSG00000206432.4	18	5882072	5895955	-
XKR4	-1.23735414193025	6.57848683259077e-09	2.58226239250504e-08	ENSG00000206579.9	8	55102028	55542054	+
GPX3	-1.09012592854704	9.42600104720055e-13	5.76536888088167e-12	ENSG00000211445.13	5	151020591	151028988	+
DIO1	2.18594275606582	4.53201843725078e-18	5.34469913572467e-17	ENSG00000211452.12	1	53891239	53911086	+
PRR22	1.20121193373797	1.83898629707911e-16	1.84527618026405e-15	ENSG00000212123.4	19	5782960	5784746	-
KRTAP3-3	-1.49898236066269	1.9684224741023e-06	5.35298157084236e-06	ENSG00000212899.3	17	40993430	40994164	-
POU5F1B	1.56342831510807	7.26496099037838e-28	3.19951297321559e-26	ENSG00000212993.6	8	127322183	127420066	+
SYT3	1.09465264765474	0.0130393770996304	0.0203216502844793	ENSG00000213023.11	19	50621307	50639881	-
ASIC3	1.55999183579017	6.0138677511316e-20	9.38066745717143e-19	ENSG00000213199.8	7	151048292	151052756	+
SUPT4H1	1.0314459531682	0.00084309529687552	0.00164438776175823	ENSG00000213246.7	17	58345175	58353093	-
MXD3	1.40773892899028	1.53946545403669e-21	3.05380914315053e-20	ENSG00000213347.11	5	177301461	177312757	-
GSTM2	-1.02106517227571	1.68682596904165e-09	7.17412301456564e-09	ENSG00000213366.13	1	109668022	109709551	+
MAGEA12	4.33561751034293	0.000142395231651903	0.000312586827331461	ENSG00000213401.10	X	152733757	152737669	+
GPC2	1.59297519706337	1.12845807461931e-23	2.90018429189699e-22	ENSG00000213420.8	7	100169606	100177381	-
KRT222	-2.3452916997525	5.69960004317794e-22	1.1857288122893e-20	ENSG00000213424.9	17	40654665	40665181	-
LAT	1.0609097588541	9.54153104578125e-10	4.15550888743651e-09	ENSG00000213658.13	16	28984826	28990784	+
CEACAM16	1.06666840683472	0.00194725952577992	0.00360550190570735	ENSG00000213892.12	19	44699151	44710718	+
SLC23A3	1.32885217900911	9.00499318509354e-14	6.43314875905895e-13	ENSG00000213901.11	2	219161465	219170095	-
IRF9	1.05348899563712	9.90701103484484e-12	5.55515410591904e-11	ENSG00000213928.9	14	24161265	24166565	+
ZNF99	-1.11897195959088	3.19634428223606e-08	1.0838813853927e-07	ENSG00000213973.10	19	22752183	22784151	-
ZNF90	-1.85832421446208	1.99691836805456e-29	1.02643268961254e-27	ENSG00000213988.11	19	20077994	20127076	+
MEF2B	1.31088329359817	4.64055557735707e-11	2.29706936958002e-10	ENSG00000213999.17	19	19145567	19192131	-
TMEM213	-2.9034002523958	4.38939645448631e-22	8.96904977823994e-21	ENSG00000214128.11	7	138797952	138838101	+
COLCA2	-1.21997021145358	1.48033101031371e-32	9.6727966877818e-31	ENSG00000214290.9	11	111298546	111308735	+
SPDYE3	1.01133470431556	4.36435898329554e-05	9.74278589285933e-05	ENSG00000214300.7	7	100307702	100322196	+
FOXI3	1.09800396067169	0.0090615863287936	0.0142631084397754	ENSG00000214336.5	2	88446787	88452693	-
NEURL1B	-1.26029728048058	9.91081426755141e-33	6.90045015764392e-31	ENSG00000214357.9	5	172641263	172691540	+
GNAT3	-1.25134362130171	0.00598822138490173	0.0419126331312232	ENSG00000214415.4	7	80458635	80512064	-
SEC14L6	-1.56587944370045	5.48934434637661e-21	1.00331318429221e-19	ENSG00000214491.9	22	30522799	30546741	-
SPINK13	-5.4583224710371	1.66088881663337e-77	1.2259285633085e-74	ENSG00000214510.10	5	148268180	148286255	+
CPEB1	-1.14740531687086	6.65868092301415e-15	5.43921950184781e-14	ENSG00000214575.10	15	82543201	82648861	-
MS4A18	1.35004371592782	4.21366335073479e-07	1.27247346152438e-06	ENSG00000214782.7	11	60729304	60744212	+
EVPLL	-1.45471403249629	9.27454354385033e-09	3.56620583607113e-08	ENSG00000214860.5	17	18377778	18389647	+
DCDC2C	1.4461201129462	2.05962672846484e-16	2.01738445355461e-15	ENSG00000214866.9	2	3703575	3848008	+
ARHGEF28	-1.05892341536223	1.16852733507272e-15	1.12197772383274e-14	ENSG00000214944.10	5	73626158	73941993	+
GRXCR1	-7.22602372972975	1.23329738838577e-18	1.59913272547311e-17	ENSG00000215203.3	4	42892713	43030658	+
C5orf49	1.04539440819648	8.45431354124624e-17	9.04570733160107e-16	ENSG00000215217.7	5	7830378	7851151	-
KCNU1	1.69630662036328	1.58006348666497e-14	1.1902788279891e-13	ENSG00000215262.8	8	36784324	36936125	+
MYL5	1.05019673686749	3.28029517114946e-20	5.35387895222406e-19	ENSG00000215375.7	4	673580	682028	+
SIAH3	-2.41586965450243	5.66879928463222e-26	1.87736128210886e-24	ENSG00000215475.5	13	45777242	45851753	-
GAB4	1.51511465220865	0.0025336764351281	0.0187641864637571	ENSG00000215568.9	22	16961936	17008222	-
C20orf202	-1.98141169653302	1.14239440720206e-31	6.80857727545077e-30	ENSG00000215595.3	20	1203454	1209076	+
HMX1	3.68400056519826	1.76941942728233e-09	7.18634198572824e-09	ENSG00000215612.8	4	8846076	8871839	-
FAM72D	1.324458442507	7.32714514810125e-10	3.13267044006792e-09	ENSG00000215784.6	1	145095974	145112696	+
ATAD3C	-1.16478456514105	6.55010691610884e-14	4.74925199727557e-13	ENSG00000215915.10	1	1449689	1470163	+
IGSF23	1.71578141410825	1.97907628045425e-08	7.08856438490274e-08	ENSG00000216588.9	19	44613563	44636781	+
SP9	1.63289783456404	8.5653569639543e-08	2.92858383414757e-07	ENSG00000217236.2	2	174334954	174338500	+
SYCE3	1.07993934846092	1.70924593976611e-07	5.61919529776311e-07	ENSG00000217442.4	22	50551112	50562919	-
TENM3	-1.19883325921924	2.58045065011015e-15	2.36340866712571e-14	ENSG00000218336.9	4	182143987	182803024	+
CELA3B	2.88663456911697	0.000355365215558137	0.000693546411718338	ENSG00000219073.8	1	21977022	21998642	+
LINGO3	1.41770480119511	1.84346421411291e-17	2.11392071110968e-16	ENSG00000220008.3	19	2289784	2292024	-
ZGLP1	1.37474194693299	4.0234531665641e-15	3.27792508346327e-14	ENSG00000220201.7	19	10304803	10309880	-
EBF2	1.1776375905417	3.611353026054e-25	1.11066556214066e-23	ENSG00000221818.9	8	25841725	26045413	-
PLXNA4	-1.33347280540373	5.11010540536501e-17	5.29977315510744e-16	ENSG00000221866.10	7	132123340	132648688	-
MAGEA3	3.64482852043521	0.000531421187667843	0.00101876348548345	ENSG00000221867.9	X	152698767	152702347	+
